image,label
./imagesTr/liver_45.nii.gz,./labelsTr/liver_45.nii.gz
./imagesTr/liver_38.nii.gz,./labelsTr/liver_38.nii.gz
./imagesTr/liver_49.nii.gz,./labelsTr/liver_49.nii.gz
./imagesTr/liver_34.nii.gz,./labelsTr/liver_34.nii.gz
./imagesTr/liver_112.nii.gz,./labelsTr/liver_112.nii.gz
./imagesTr/liver_61.nii.gz,./labelsTr/liver_61.nii.gz
./imagesTr/liver_73.nii.gz,./labelsTr/liver_73.nii.gz
./imagesTr/liver_128.nii.gz,./labelsTr/liver_128.nii.gz
./imagesTr/liver_9.nii.gz,./labelsTr/liver_9.nii.gz
./imagesTr/liver_5.nii.gz,./labelsTr/liver_5.nii.gz
./imagesTr/liver_80.nii.gz,./labelsTr/liver_80.nii.gz
./imagesTr/liver_92.nii.gz,./labelsTr/liver_92.nii.gz
./imagesTr/liver_0.nii.gz,./labelsTr/liver_0.nii.gz
./imagesTr/liver_89.nii.gz,./labelsTr/liver_89.nii.gz
./imagesTr/liver_85.nii.gz,./labelsTr/liver_85.nii.gz
./imagesTr/liver_52.nii.gz,./labelsTr/liver_52.nii.gz
./imagesTr/liver_31.nii.gz,./labelsTr/liver_31.nii.gz
./imagesTr/liver_117.nii.gz,./labelsTr/liver_117.nii.gz
./imagesTr/liver_76.nii.gz,./labelsTr/liver_76.nii.gz
./imagesTr/liver_68.nii.gz,./labelsTr/liver_68.nii.gz
./imagesTr/liver_19.nii.gz,./labelsTr/liver_19.nii.gz
./imagesTr/liver_121.nii.gz,./labelsTr/liver_121.nii.gz
./imagesTr/liver_107.nii.gz,./labelsTr/liver_107.nii.gz
./imagesTr/liver_21.nii.gz,./labelsTr/liver_21.nii.gz
./imagesTr/liver_115.nii.gz,./labelsTr/liver_115.nii.gz
./imagesTr/liver_78.nii.gz,./labelsTr/liver_78.nii.gz
./imagesTr/liver_123.nii.gz,./labelsTr/liver_123.nii.gz
./imagesTr/liver_66.nii.gz,./labelsTr/liver_66.nii.gz
./imagesTr/liver_17.nii.gz,./labelsTr/liver_17.nii.gz
./imagesTr/liver_74.nii.gz,./labelsTr/liver_74.nii.gz
./imagesTr/liver_2.nii.gz,./labelsTr/liver_2.nii.gz
./imagesTr/liver_87.nii.gz,./labelsTr/liver_87.nii.gz
./imagesTr/liver_99.nii.gz,./labelsTr/liver_99.nii.gz
./imagesTr/liver_95.nii.gz,./labelsTr/liver_95.nii.gz
./imagesTr/liver_13.nii.gz,./labelsTr/liver_13.nii.gz
./imagesTr/liver_127.nii.gz,./labelsTr/liver_127.nii.gz
./imagesTr/liver_62.nii.gz,./labelsTr/liver_62.nii.gz
./imagesTr/liver_111.nii.gz,./labelsTr/liver_111.nii.gz
./imagesTr/liver_37.nii.gz,./labelsTr/liver_37.nii.gz
./imagesTr/liver_29.nii.gz,./labelsTr/liver_29.nii.gz
./imagesTr/liver_25.nii.gz,./labelsTr/liver_25.nii.gz
./imagesTr/liver_58.nii.gz,./labelsTr/liver_58.nii.gz
./imagesTr/liver_46.nii.gz,./labelsTr/liver_46.nii.gz
./imagesTr/liver_91.nii.gz,./labelsTr/liver_91.nii.gz
./imagesTr/liver_6.nii.gz,./labelsTr/liver_6.nii.gz
./imagesTr/liver_81.nii.gz,./labelsTr/liver_81.nii.gz
./imagesTr/liver_93.nii.gz,./labelsTr/liver_93.nii.gz
./imagesTr/liver_8.nii.gz,./labelsTr/liver_8.nii.gz
./imagesTr/liver_60.nii.gz,./labelsTr/liver_60.nii.gz
./imagesTr/liver_125.nii.gz,./labelsTr/liver_125.nii.gz
./imagesTr/liver_129.nii.gz,./labelsTr/liver_129.nii.gz
./imagesTr/liver_72.nii.gz,./labelsTr/liver_72.nii.gz
./imagesTr/liver_11.nii.gz,./labelsTr/liver_11.nii.gz
./imagesTr/liver_27.nii.gz,./labelsTr/liver_27.nii.gz
./imagesTr/liver_56.nii.gz,./labelsTr/liver_56.nii.gz
./imagesTr/liver_113.nii.gz,./labelsTr/liver_113.nii.gz
