image,label
./imagesTr/hippocampus_107.nii.gz,./labelsTr/hippocampus_107.nii.gz
./imagesTr/hippocampus_007.nii.gz,./labelsTr/hippocampus_007.nii.gz
./imagesTr/hippocampus_296.nii.gz,./labelsTr/hippocampus_296.nii.gz
./imagesTr/hippocampus_288.nii.gz,./labelsTr/hippocampus_288.nii.gz
./imagesTr/hippocampus_142.nii.gz,./labelsTr/hippocampus_142.nii.gz
./imagesTr/hippocampus_133.nii.gz,./labelsTr/hippocampus_133.nii.gz
./imagesTr/hippocampus_150.nii.gz,./labelsTr/hippocampus_150.nii.gz
./imagesTr/hippocampus_050.nii.gz,./labelsTr/hippocampus_050.nii.gz
./imagesTr/hippocampus_105.nii.gz,./labelsTr/hippocampus_105.nii.gz
./imagesTr/hippocampus_178.nii.gz,./labelsTr/hippocampus_178.nii.gz
./imagesTr/hippocampus_017.nii.gz,./labelsTr/hippocampus_017.nii.gz
./imagesTr/hippocampus_109.nii.gz,./labelsTr/hippocampus_109.nii.gz
./imagesTr/hippocampus_074.nii.gz,./labelsTr/hippocampus_074.nii.gz
./imagesTr/hippocampus_174.nii.gz,./labelsTr/hippocampus_174.nii.gz
./imagesTr/hippocampus_314.nii.gz,./labelsTr/hippocampus_314.nii.gz
./imagesTr/hippocampus_269.nii.gz,./labelsTr/hippocampus_269.nii.gz
./imagesTr/hippocampus_277.nii.gz,./labelsTr/hippocampus_277.nii.gz
./imagesTr/hippocampus_318.nii.gz,./labelsTr/hippocampus_318.nii.gz
./imagesTr/hippocampus_265.nii.gz,./labelsTr/hippocampus_265.nii.gz
./imagesTr/hippocampus_330.nii.gz,./labelsTr/hippocampus_330.nii.gz
./imagesTr/hippocampus_199.nii.gz,./labelsTr/hippocampus_199.nii.gz
./imagesTr/hippocampus_353.nii.gz,./labelsTr/hippocampus_353.nii.gz
./imagesTr/hippocampus_253.nii.gz,./labelsTr/hippocampus_253.nii.gz
./imagesTr/hippocampus_222.nii.gz,./labelsTr/hippocampus_222.nii.gz
./imagesTr/hippocampus_322.nii.gz,./labelsTr/hippocampus_322.nii.gz
./imagesTr/hippocampus_195.nii.gz,./labelsTr/hippocampus_195.nii.gz
./imagesTr/hippocampus_341.nii.gz,./labelsTr/hippocampus_341.nii.gz
./imagesTr/hippocampus_101.nii.gz,./labelsTr/hippocampus_101.nii.gz
./imagesTr/hippocampus_001.nii.gz,./labelsTr/hippocampus_001.nii.gz
./imagesTr/hippocampus_162.nii.gz,./labelsTr/hippocampus_162.nii.gz
./imagesTr/hippocampus_380.nii.gz,./labelsTr/hippocampus_380.nii.gz
./imagesTr/hippocampus_280.nii.gz,./labelsTr/hippocampus_280.nii.gz
./imagesTr/hippocampus_154.nii.gz,./labelsTr/hippocampus_154.nii.gz
./imagesTr/hippocampus_058.nii.gz,./labelsTr/hippocampus_058.nii.gz
./imagesTr/hippocampus_158.nii.gz,./labelsTr/hippocampus_158.nii.gz
./imagesTr/hippocampus_292.nii.gz,./labelsTr/hippocampus_292.nii.gz
./imagesTr/hippocampus_125.nii.gz,./labelsTr/hippocampus_125.nii.gz
./imagesTr/hippocampus_046.nii.gz,./labelsTr/hippocampus_046.nii.gz
./imagesTr/hippocampus_146.nii.gz,./labelsTr/hippocampus_146.nii.gz
./imagesTr/hippocampus_226.nii.gz,./labelsTr/hippocampus_226.nii.gz
./imagesTr/hippocampus_091.nii.gz,./labelsTr/hippocampus_091.nii.gz
./imagesTr/hippocampus_326.nii.gz,./labelsTr/hippocampus_326.nii.gz
./imagesTr/hippocampus_345.nii.gz,./labelsTr/hippocampus_345.nii.gz
./imagesTr/hippocampus_338.nii.gz,./labelsTr/hippocampus_338.nii.gz
./imagesTr/hippocampus_349.nii.gz,./labelsTr/hippocampus_349.nii.gz
./imagesTr/hippocampus_249.nii.gz,./labelsTr/hippocampus_249.nii.gz
./imagesTr/hippocampus_234.nii.gz,./labelsTr/hippocampus_234.nii.gz
./imagesTr/hippocampus_257.nii.gz,./labelsTr/hippocampus_257.nii.gz
./imagesTr/hippocampus_302.nii.gz,./labelsTr/hippocampus_302.nii.gz
./imagesTr/hippocampus_361.nii.gz,./labelsTr/hippocampus_361.nii.gz
./imagesTr/hippocampus_261.nii.gz,./labelsTr/hippocampus_261.nii.gz
./imagesTr/hippocampus_210.nii.gz,./labelsTr/hippocampus_210.nii.gz
./imagesTr/hippocampus_310.nii.gz,./labelsTr/hippocampus_310.nii.gz
./imagesTr/hippocampus_355.nii.gz,./labelsTr/hippocampus_355.nii.gz
./imagesTr/hippocampus_228.nii.gz,./labelsTr/hippocampus_228.nii.gz
./imagesTr/hippocampus_181.nii.gz,./labelsTr/hippocampus_181.nii.gz
./imagesTr/hippocampus_336.nii.gz,./labelsTr/hippocampus_336.nii.gz
./imagesTr/hippocampus_236.nii.gz,./labelsTr/hippocampus_236.nii.gz
./imagesTr/hippocampus_359.nii.gz,./labelsTr/hippocampus_359.nii.gz
./imagesTr/hippocampus_224.nii.gz,./labelsTr/hippocampus_224.nii.gz
./imagesTr/hippocampus_093.nii.gz,./labelsTr/hippocampus_093.nii.gz
./imagesTr/hippocampus_212.nii.gz,./labelsTr/hippocampus_212.nii.gz
./imagesTr/hippocampus_263.nii.gz,./labelsTr/hippocampus_263.nii.gz
./imagesTr/hippocampus_300.nii.gz,./labelsTr/hippocampus_300.nii.gz
./imagesTr/hippocampus_160.nii.gz,./labelsTr/hippocampus_160.nii.gz
./imagesTr/hippocampus_060.nii.gz,./labelsTr/hippocampus_060.nii.gz
./imagesTr/hippocampus_003.nii.gz,./labelsTr/hippocampus_003.nii.gz
./imagesTr/hippocampus_172.nii.gz,./labelsTr/hippocampus_172.nii.gz
./imagesTr/hippocampus_044.nii.gz,./labelsTr/hippocampus_044.nii.gz
./imagesTr/hippocampus_144.nii.gz,./labelsTr/hippocampus_144.nii.gz
./imagesTr/hippocampus_039.nii.gz,./labelsTr/hippocampus_039.nii.gz
./imagesTr/hippocampus_290.nii.gz,./labelsTr/hippocampus_290.nii.gz
./imagesTr/hippocampus_390.nii.gz,./labelsTr/hippocampus_390.nii.gz
./imagesTr/hippocampus_127.nii.gz,./labelsTr/hippocampus_127.nii.gz
./imagesTr/hippocampus_156.nii.gz,./labelsTr/hippocampus_156.nii.gz
./imagesTr/hippocampus_148.nii.gz,./labelsTr/hippocampus_148.nii.gz
./imagesTr/hippocampus_048.nii.gz,./labelsTr/hippocampus_048.nii.gz
./imagesTr/hippocampus_135.nii.gz,./labelsTr/hippocampus_135.nii.gz
./imagesTr/hippocampus_035.nii.gz,./labelsTr/hippocampus_035.nii.gz
./imagesTr/hippocampus_282.nii.gz,./labelsTr/hippocampus_282.nii.gz
./imagesTr/hippocampus_169.nii.gz,./labelsTr/hippocampus_169.nii.gz
./imagesTr/hippocampus_114.nii.gz,./labelsTr/hippocampus_114.nii.gz
./imagesTr/hippocampus_014.nii.gz,./labelsTr/hippocampus_014.nii.gz
./imagesTr/hippocampus_177.nii.gz,./labelsTr/hippocampus_177.nii.gz
./imagesTr/hippocampus_077.nii.gz,./labelsTr/hippocampus_077.nii.gz
./imagesTr/hippocampus_006.nii.gz,./labelsTr/hippocampus_006.nii.gz
./imagesTr/hippocampus_106.nii.gz,./labelsTr/hippocampus_106.nii.gz
./imagesTr/hippocampus_065.nii.gz,./labelsTr/hippocampus_065.nii.gz
./imagesTr/hippocampus_165.nii.gz,./labelsTr/hippocampus_165.nii.gz
./imagesTr/hippocampus_287.nii.gz,./labelsTr/hippocampus_287.nii.gz
./imagesTr/hippocampus_387.nii.gz,./labelsTr/hippocampus_387.nii.gz
./imagesTr/hippocampus_053.nii.gz,./labelsTr/hippocampus_053.nii.gz
./imagesTr/hippocampus_299.nii.gz,./labelsTr/hippocampus_299.nii.gz
./imagesTr/hippocampus_295.nii.gz,./labelsTr/hippocampus_295.nii.gz
./imagesTr/hippocampus_041.nii.gz,./labelsTr/hippocampus_041.nii.gz
./imagesTr/hippocampus_321.nii.gz,./labelsTr/hippocampus_321.nii.gz
./imagesTr/hippocampus_096.nii.gz,./labelsTr/hippocampus_096.nii.gz
./imagesTr/hippocampus_242.nii.gz,./labelsTr/hippocampus_242.nii.gz
./imagesTr/hippocampus_188.nii.gz,./labelsTr/hippocampus_188.nii.gz
./imagesTr/hippocampus_088.nii.gz,./labelsTr/hippocampus_088.nii.gz
./imagesTr/hippocampus_084.nii.gz,./labelsTr/hippocampus_084.nii.gz
./imagesTr/hippocampus_233.nii.gz,./labelsTr/hippocampus_233.nii.gz
./imagesTr/hippocampus_184.nii.gz,./labelsTr/hippocampus_184.nii.gz
./imagesTr/hippocampus_333.nii.gz,./labelsTr/hippocampus_333.nii.gz
./imagesTr/hippocampus_250.nii.gz,./labelsTr/hippocampus_250.nii.gz
./imagesTr/hippocampus_378.nii.gz,./labelsTr/hippocampus_378.nii.gz
./imagesTr/hippocampus_305.nii.gz,./labelsTr/hippocampus_305.nii.gz
./imagesTr/hippocampus_366.nii.gz,./labelsTr/hippocampus_366.nii.gz
./imagesTr/hippocampus_217.nii.gz,./labelsTr/hippocampus_217.nii.gz
./imagesTr/hippocampus_374.nii.gz,./labelsTr/hippocampus_374.nii.gz
./imagesTr/hippocampus_309.nii.gz,./labelsTr/hippocampus_309.nii.gz
./imagesTr/hippocampus_252.nii.gz,./labelsTr/hippocampus_252.nii.gz
./imagesTr/hippocampus_352.nii.gz,./labelsTr/hippocampus_352.nii.gz
./imagesTr/hippocampus_098.nii.gz,./labelsTr/hippocampus_098.nii.gz
./imagesTr/hippocampus_231.nii.gz,./labelsTr/hippocampus_231.nii.gz
./imagesTr/hippocampus_331.nii.gz,./labelsTr/hippocampus_331.nii.gz
./imagesTr/hippocampus_340.nii.gz,./labelsTr/hippocampus_340.nii.gz
./imagesTr/hippocampus_194.nii.gz,./labelsTr/hippocampus_194.nii.gz
./imagesTr/hippocampus_223.nii.gz,./labelsTr/hippocampus_223.nii.gz
./imagesTr/hippocampus_094.nii.gz,./labelsTr/hippocampus_094.nii.gz
./imagesTr/hippocampus_376.nii.gz,./labelsTr/hippocampus_376.nii.gz
./imagesTr/hippocampus_276.nii.gz,./labelsTr/hippocampus_276.nii.gz
./imagesTr/hippocampus_368.nii.gz,./labelsTr/hippocampus_368.nii.gz
./imagesTr/hippocampus_268.nii.gz,./labelsTr/hippocampus_268.nii.gz
./imagesTr/hippocampus_264.nii.gz,./labelsTr/hippocampus_264.nii.gz
./imagesTr/hippocampus_219.nii.gz,./labelsTr/hippocampus_219.nii.gz
./imagesTr/hippocampus_319.nii.gz,./labelsTr/hippocampus_319.nii.gz
./imagesTr/hippocampus_207.nii.gz,./labelsTr/hippocampus_207.nii.gz
./imagesTr/hippocampus_067.nii.gz,./labelsTr/hippocampus_067.nii.gz
./imagesTr/hippocampus_104.nii.gz,./labelsTr/hippocampus_104.nii.gz
./imagesTr/hippocampus_175.nii.gz,./labelsTr/hippocampus_175.nii.gz
./imagesTr/hippocampus_075.nii.gz,./labelsTr/hippocampus_075.nii.gz
./imagesTr/hippocampus_108.nii.gz,./labelsTr/hippocampus_108.nii.gz
./imagesTr/hippocampus_008.nii.gz,./labelsTr/hippocampus_008.nii.gz
./imagesTr/hippocampus_143.nii.gz,./labelsTr/hippocampus_143.nii.gz
./imagesTr/hippocampus_389.nii.gz,./labelsTr/hippocampus_389.nii.gz
./imagesTr/hippocampus_289.nii.gz,./labelsTr/hippocampus_289.nii.gz
./imagesTr/hippocampus_297.nii.gz,./labelsTr/hippocampus_297.nii.gz
./imagesTr/hippocampus_020.nii.gz,./labelsTr/hippocampus_020.nii.gz
./imagesTr/hippocampus_385.nii.gz,./labelsTr/hippocampus_385.nii.gz
./imagesTr/hippocampus_203.nii.gz,./labelsTr/hippocampus_203.nii.gz
./imagesTr/hippocampus_303.nii.gz,./labelsTr/hippocampus_303.nii.gz
./imagesTr/hippocampus_372.nii.gz,./labelsTr/hippocampus_372.nii.gz
./imagesTr/hippocampus_311.nii.gz,./labelsTr/hippocampus_311.nii.gz
./imagesTr/hippocampus_244.nii.gz,./labelsTr/hippocampus_244.nii.gz
./imagesTr/hippocampus_327.nii.gz,./labelsTr/hippocampus_327.nii.gz
./imagesTr/hippocampus_190.nii.gz,./labelsTr/hippocampus_190.nii.gz
./imagesTr/hippocampus_356.nii.gz,./labelsTr/hippocampus_356.nii.gz
./imagesTr/hippocampus_235.nii.gz,./labelsTr/hippocampus_235.nii.gz
./imagesTr/hippocampus_335.nii.gz,./labelsTr/hippocampus_335.nii.gz
./imagesTr/hippocampus_248.nii.gz,./labelsTr/hippocampus_248.nii.gz
./imagesTr/hippocampus_155.nii.gz,./labelsTr/hippocampus_155.nii.gz
./imagesTr/hippocampus_136.nii.gz,./labelsTr/hippocampus_136.nii.gz
./imagesTr/hippocampus_381.nii.gz,./labelsTr/hippocampus_381.nii.gz
./imagesTr/hippocampus_393.nii.gz,./labelsTr/hippocampus_393.nii.gz
./imagesTr/hippocampus_124.nii.gz,./labelsTr/hippocampus_124.nii.gz
./imagesTr/hippocampus_024.nii.gz,./labelsTr/hippocampus_024.nii.gz
./imagesTr/hippocampus_171.nii.gz,./labelsTr/hippocampus_171.nii.gz
./imagesTr/hippocampus_163.nii.gz,./labelsTr/hippocampus_163.nii.gz
./imagesTr/hippocampus_126.nii.gz,./labelsTr/hippocampus_126.nii.gz
./imagesTr/hippocampus_026.nii.gz,./labelsTr/hippocampus_026.nii.gz
./imagesTr/hippocampus_034.nii.gz,./labelsTr/hippocampus_034.nii.gz
./imagesTr/hippocampus_383.nii.gz,./labelsTr/hippocampus_383.nii.gz
./imagesTr/hippocampus_049.nii.gz,./labelsTr/hippocampus_049.nii.gz
./imagesTr/hippocampus_149.nii.gz,./labelsTr/hippocampus_149.nii.gz
./imagesTr/hippocampus_057.nii.gz,./labelsTr/hippocampus_057.nii.gz
./imagesTr/hippocampus_157.nii.gz,./labelsTr/hippocampus_157.nii.gz
./imagesTr/hippocampus_102.nii.gz,./labelsTr/hippocampus_102.nii.gz
./imagesTr/hippocampus_173.nii.gz,./labelsTr/hippocampus_173.nii.gz
./imagesTr/hippocampus_370.nii.gz,./labelsTr/hippocampus_370.nii.gz
./imagesTr/hippocampus_301.nii.gz,./labelsTr/hippocampus_301.nii.gz
./imagesTr/hippocampus_180.nii.gz,./labelsTr/hippocampus_180.nii.gz
./imagesTr/hippocampus_229.nii.gz,./labelsTr/hippocampus_229.nii.gz
./imagesTr/hippocampus_329.nii.gz,./labelsTr/hippocampus_329.nii.gz
./imagesTr/hippocampus_354.nii.gz,./labelsTr/hippocampus_354.nii.gz
./imagesTr/hippocampus_325.nii.gz,./labelsTr/hippocampus_325.nii.gz
./imagesTr/hippocampus_225.nii.gz,./labelsTr/hippocampus_225.nii.gz
./imagesTr/hippocampus_092.nii.gz,./labelsTr/hippocampus_092.nii.gz
./imagesTr/hippocampus_358.nii.gz,./labelsTr/hippocampus_358.nii.gz
