image,label
./imagesTr/hepaticvessel_314.nii.gz,./labelsTr/hepaticvessel_314.nii.gz
./imagesTr/hepaticvessel_318.nii.gz,./labelsTr/hepaticvessel_318.nii.gz
./imagesTr/hepaticvessel_319.nii.gz,./labelsTr/hepaticvessel_319.nii.gz
./imagesTr/hepaticvessel_322.nii.gz,./labelsTr/hepaticvessel_322.nii.gz
./imagesTr/hepaticvessel_325.nii.gz,./labelsTr/hepaticvessel_325.nii.gz
./imagesTr/hepaticvessel_327.nii.gz,./labelsTr/hepaticvessel_327.nii.gz
./imagesTr/hepaticvessel_329.nii.gz,./labelsTr/hepaticvessel_329.nii.gz
./imagesTr/hepaticvessel_332.nii.gz,./labelsTr/hepaticvessel_332.nii.gz
./imagesTr/hepaticvessel_335.nii.gz,./labelsTr/hepaticvessel_335.nii.gz
./imagesTr/hepaticvessel_336.nii.gz,./labelsTr/hepaticvessel_336.nii.gz
./imagesTr/hepaticvessel_338.nii.gz,./labelsTr/hepaticvessel_338.nii.gz
./imagesTr/hepaticvessel_340.nii.gz,./labelsTr/hepaticvessel_340.nii.gz
./imagesTr/hepaticvessel_344.nii.gz,./labelsTr/hepaticvessel_344.nii.gz
./imagesTr/hepaticvessel_345.nii.gz,./labelsTr/hepaticvessel_345.nii.gz
./imagesTr/hepaticvessel_349.nii.gz,./labelsTr/hepaticvessel_349.nii.gz
./imagesTr/hepaticvessel_350.nii.gz,./labelsTr/hepaticvessel_350.nii.gz
./imagesTr/hepaticvessel_356.nii.gz,./labelsTr/hepaticvessel_356.nii.gz
./imagesTr/hepaticvessel_358.nii.gz,./labelsTr/hepaticvessel_358.nii.gz
./imagesTr/hepaticvessel_359.nii.gz,./labelsTr/hepaticvessel_359.nii.gz
./imagesTr/hepaticvessel_362.nii.gz,./labelsTr/hepaticvessel_362.nii.gz
./imagesTr/hepaticvessel_363.nii.gz,./labelsTr/hepaticvessel_363.nii.gz
./imagesTr/hepaticvessel_367.nii.gz,./labelsTr/hepaticvessel_367.nii.gz
./imagesTr/hepaticvessel_368.nii.gz,./labelsTr/hepaticvessel_368.nii.gz
./imagesTr/hepaticvessel_369.nii.gz,./labelsTr/hepaticvessel_369.nii.gz
./imagesTr/hepaticvessel_371.nii.gz,./labelsTr/hepaticvessel_371.nii.gz
./imagesTr/hepaticvessel_373.nii.gz,./labelsTr/hepaticvessel_373.nii.gz
./imagesTr/hepaticvessel_374.nii.gz,./labelsTr/hepaticvessel_374.nii.gz
./imagesTr/hepaticvessel_379.nii.gz,./labelsTr/hepaticvessel_379.nii.gz
./imagesTr/hepaticvessel_382.nii.gz,./labelsTr/hepaticvessel_382.nii.gz
./imagesTr/hepaticvessel_383.nii.gz,./labelsTr/hepaticvessel_383.nii.gz
./imagesTr/hepaticvessel_384.nii.gz,./labelsTr/hepaticvessel_384.nii.gz
./imagesTr/hepaticvessel_385.nii.gz,./labelsTr/hepaticvessel_385.nii.gz
./imagesTr/hepaticvessel_386.nii.gz,./labelsTr/hepaticvessel_386.nii.gz
./imagesTr/hepaticvessel_388.nii.gz,./labelsTr/hepaticvessel_388.nii.gz
./imagesTr/hepaticvessel_389.nii.gz,./labelsTr/hepaticvessel_389.nii.gz
./imagesTr/hepaticvessel_391.nii.gz,./labelsTr/hepaticvessel_391.nii.gz
./imagesTr/hepaticvessel_393.nii.gz,./labelsTr/hepaticvessel_393.nii.gz
./imagesTr/hepaticvessel_397.nii.gz,./labelsTr/hepaticvessel_397.nii.gz
./imagesTr/hepaticvessel_398.nii.gz,./labelsTr/hepaticvessel_398.nii.gz
./imagesTr/hepaticvessel_400.nii.gz,./labelsTr/hepaticvessel_400.nii.gz
./imagesTr/hepaticvessel_402.nii.gz,./labelsTr/hepaticvessel_402.nii.gz
./imagesTr/hepaticvessel_404.nii.gz,./labelsTr/hepaticvessel_404.nii.gz
./imagesTr/hepaticvessel_406.nii.gz,./labelsTr/hepaticvessel_406.nii.gz
./imagesTr/hepaticvessel_411.nii.gz,./labelsTr/hepaticvessel_411.nii.gz
./imagesTr/hepaticvessel_420.nii.gz,./labelsTr/hepaticvessel_420.nii.gz
./imagesTr/hepaticvessel_424.nii.gz,./labelsTr/hepaticvessel_424.nii.gz
./imagesTr/hepaticvessel_425.nii.gz,./labelsTr/hepaticvessel_425.nii.gz
./imagesTr/hepaticvessel_427.nii.gz,./labelsTr/hepaticvessel_427.nii.gz
./imagesTr/hepaticvessel_432.nii.gz,./labelsTr/hepaticvessel_432.nii.gz
./imagesTr/hepaticvessel_438.nii.gz,./labelsTr/hepaticvessel_438.nii.gz
./imagesTr/hepaticvessel_440.nii.gz,./labelsTr/hepaticvessel_440.nii.gz
./imagesTr/hepaticvessel_441.nii.gz,./labelsTr/hepaticvessel_441.nii.gz
./imagesTr/hepaticvessel_443.nii.gz,./labelsTr/hepaticvessel_443.nii.gz
./imagesTr/hepaticvessel_444.nii.gz,./labelsTr/hepaticvessel_444.nii.gz
./imagesTr/hepaticvessel_447.nii.gz,./labelsTr/hepaticvessel_447.nii.gz
./imagesTr/hepaticvessel_453.nii.gz,./labelsTr/hepaticvessel_453.nii.gz
./imagesTr/hepaticvessel_454.nii.gz,./labelsTr/hepaticvessel_454.nii.gz
./imagesTr/hepaticvessel_455.nii.gz,./labelsTr/hepaticvessel_455.nii.gz
./imagesTr/hepaticvessel_456.nii.gz,./labelsTr/hepaticvessel_456.nii.gz
./imagesTr/hepaticvessel_458.nii.gz,./labelsTr/hepaticvessel_458.nii.gz
